title,publisher,citation,abstract,keywords,author_university
Identifying Latent Structures in Restricted Latent Class Models,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,48,"This article focuses on a family of restricted latent structure models with wide applications in psychological and educational assessment, where the model parameters are restricted via a latent structure matrix to reflect prespecified assumptions on the latent attributes. Such a latent matrix is often provided by experts and assumed to be correct upon construction, yet it may be subjective and misspecified. Recognizing this problem, researchers have been developing methods to estimate the matrix from data. However, the fundamental issue of the identifiability of the latent structure matrix has not been addressed until now. The first goal of this article is to establish identifiability conditions that ensure the estimability of the structure matrix. With the theoretical development, the second part of the article proposes a likelihood-based method to estimate the latent structure from the data. Simulation studies show that the proposed method outperforms the existing approaches. We further illustrate the method through a dataset in educational assessment. Supplementary materials for this article are available online.","Cognitive diagnosis,Identifiability,Q-matrix,Restricted latent class models","Xu, Gongjun@University of Michigan System@University of Michigan::Shang, Zhuoran@University of Minnesota Twin Cities@University of Minnesota System"
"Confidence Regions for Spatial Excursion Sets From Repeated Random Field Observations, With an Application to Climate",JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,51,"The goal of this article is to give confidence regions for the excursion set of a spatial function above a given threshold from repeated noisy observations on a fine grid of fixed locations. Given an asymptotically Gaussian estimator of the target function, a pair of data-dependent nested excursion sets are constructed that are sub- and super-sets of the true excursion set, respectively, with a desired confidence. Asymptotic coverage probabilities are determined via a multiplier bootstrap method, not requiring Gaussianity of the original data nor stationarity or smoothness of the limiting Gaussian field. The method is used to determine regions in North America where the mean summer and winter temperatures are expected to increase by mid-21st century by more than 2 degrees Celsius.","Functional data,Gaussian kinematic formula,General linear model,Level sets,Multiplier bootstrap,Spatial statistics","Sommerfeld, Max@University of Gottingen::Sain, Stephan@Unknow::Schwartzman, Armin@University of California San Diego@University of California System"
A Randomized Sequential Procedure to Determine the Number of Factors,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,32,"This article proposes a procedure to estimate the number of common factors k in a static approximate factor model. The building block of the analysis is the fact that the first k eigenvalues of the covariance matrix of the data diverge, while the others stay bounded. On the grounds of this, we propose a test for the null that the ith eigenvalue diverges, using a randomized test statistic based directly on the estimated eigenvalue. The test only requires minimal assumptions on the data, and no assumptions are required on factors, loadings or idiosyncratic errors. The randomized tests are then employed in a sequential procedure to determine k. Supplementary materials for this article are available online.","Approximate factor models,Number of factors,Randomized tests","Trapani, Lorenzo@City University London"
Diagnostic Checking in Multivariate ARMA Models With Dependent Errors Using Normalized Residual Autocorrelations,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,34,"In this paper, we derive the asymptotic distribution of normalized residual empirical autocovariances and autocorrelations under weak assumptions on the noise. We propose new portmanteau statistics for vector autoregressive moving average models with uncorrelated but nonindependent innovations by using a self-normalization approach. We establish the asymptotic distribution of the proposed statistics. This asymptotic distribution is quite different from the usual chi-squared approximation used under the independent and identically distributed assumption on the noise, or the weighted sum of independent chi-squared random variables obtained under nonindependent innovations. A set of Monte Carlo experiments and an application to the daily returns of the CAC40 is presented. Supplementary materials for this article are available online.","Box-Pierce and Ljung-Box portmanteau tests,Goodness-of-fit test,Quasi-maximum likelihood estimation,Self-normalization,Weak (V)ARMA models","Mainassara, Yacouba Boubacar@Unknow::Saussereau, Bruno@Unknow"
Mixtures of g-Priors in Generalized Linear Models,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,79,"Mixtures of Zellner's g-priors have been studied extensively in linear models and have been shown to have numerous desirable properties for Bayesian variable selection and model averaging. Several extensions of g-priors to generalized linear models (GLMs) have been proposed in the literature; however, the choice of prior distribution of g and resulting properties for inference have received considerably less attention. In this article, we unify mixtures of g-priors in GLMs by assigning the truncated Compound Confluent Hypergeometric (tCCH) distribution to 1/(1 + g), which encompasses as special cases several mixtures of g-priors in the literature, such as the hyper-g, Beta-prime, truncated Gamma, incomplete inverse-Gamma, benchmark, robust, hyper-g/n, and intrinsic priors. Through an integrated Laplace approximation, the posterior distribution of 1/(1 + g) is in turn a tCCH distribution, and approximate marginal likelihoods are thus available analytically, leading to Compound Hypergeometric Information Criteria for model selection. We discuss the local geometric properties of the g-prior in GLMs and show how the desiderata for model selection proposed by Bayarri etal., such as asymptotic model selection consistency, intrinsic consistency, and measurement invariance may be used to justify the prior and specific choices of the hyper parameters. We illustrate inference using these priors and contrast them to other approaches via simulation and real data examples. The methodology is implemented in the R package BAS and freely available on CRAN. Supplementary materials for this article are available online.","Bayesian model averaging,Bayesian model selection,Hyper-g priors,Linear regression,Variable selection","Li, Yingbo@Clemson University::Clyde, Merlise A.@Duke University"
A Bayesian Machine Learning Approach for Optimizing Dynamic Treatment Regimes,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,32,"Medical therapy often consists of multiple stages, with a treatment chosen by the physician at each stage based on the patient's history of treatments and clinical outcomes. These decisions can be formalized as a dynamic treatment regime. This article describes a new approach for optimizing dynamic treatment regimes, which bridges the gap between Bayesian inference and existing approaches, like Q-learning. The proposed approach fits a series of Bayesian regression models, one for each stage, in reverse sequential order. Each model uses as a response variable the remaining payoff assuming optimal actions are taken at subsequent stages, and as covariates the current history and relevant actions at that stage. The key difficulty is that the optimal decision rules at subsequent stages are unknown, and even if these decision rules were known the relevant response variables may be counterfactual. However, posterior distributions can be derived from the previously fitted regression models for the optimal decision rules and the counterfactual response variables under a particular set of rules. The proposed approach averages over these posterior distributions when fitting each regression model. An efficient sampling algorithm for estimation is presented, along with simulation studies that compare the proposed approach with Q-learning. Supplementary materials for this article are available online.","Approximate dynamic programming,Backward induction,Bayesian additive regression trees,Gibbs sampling,Potential outcomes","Murray, Thomas A.@UTMD Anderson Cancer Center@University of Texas System::Yuan, Ying@UTMD Anderson Cancer Center@University of Texas System::Thall, Peter F.@UTMD Anderson Cancer Center@University of Texas System"
Placebo Response as a Latent Characteristic: Application to Analysis of Sequential Parallel Comparison Design Studies,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,34,"In clinical trials, placebo response can affect the inference about efficacy of the studied treatment. It is important to have a robust way to classify trial subjects with respect to their response to placebo. Simple, criterion-based classification may lead to classification error and bias the inference. The uncertainty about placebo response characteristic has to be factored into the treatment effect estimation. We propose a novel approach that views the placebo response as a latent characteristic and the study sample as an unlabeled mixture of placebo responders and placebo nonresponders. The likelihood-based methodology is used to estimate the treatment effect corrected for placebo response as defined within sequential parallel comparison design.","Clinical trials,EM algorithm,Latent variable,Placebo effect,SPCD","Rybin, Denis@Boston University::Lew, Robert@Boston University::Pencina, Michael J.@Unknow::Fava, Maurizio@Massachusetts General Hospital@VA Boston Healthcare System@Harvard University::Doros, Gheorghe@Boston University"
Tracking the Impact of Media on Voter Choice in Real Time: A Bayesian Dynamic Joint Model,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,54,"Commonly used methods of evaluating the impact of marketing communications during political elections struggle to account for respondents' exposures to these communications due to the problems associated with recall bias. In addition, they completely fail to account for the impact of mediated or earned communications, such as newspaper articles or television news, that are typically not within the control of the advertising party, nor are they effectively able to monitor consumers' perceptual responses over time. This study based on a new data collection technique using cell-phone text messaging (called real-time experience tracking or RET) offers the potential to address these weaknesses. We propose an RET-based model of the impact of communications and apply it to a unique choice situation: voting behavior during the 2010 UK general election, which was dominated by three political parties. We develop a Bayesian zero-inflated dynamic multinomial choice model that enables the joint modeling of: the interplay and dynamics associated with the individual voter's choice intentions over time, actual vote, and the heterogeneity in the exposure to marketing communications over time. Results reveal the differential impact over time of paid and earned media, demonstrate a synergy between the two, and show the particular importance of exposure valence and not just frequency, contrary to the predominant practitioner emphasis on share-of-voice metrics. Results also suggest that while earned media have a reducing impact on voting intentions as the final choice approaches, their valence continues to influence the final vote: a difference between drivers of intentions and behavior that implies that exposure valence remains critically important close to the final brand choice. Supplementary materials for this article are available online.","Advertising,Multinomial logit model,Paid and earned media,Real-time experience tracking,Zero-inflation","Pareek, Bhuvanesh@Indian Institute of Management Indore::Ghosh, Pulak@Indian Institute of Management Bangalore::Wilson, Hugh N.@Cranfield University::Macdonald, Emma K.@Cranfield University::Baines, Paul@Cranfield University"
Malware Family Discovery Using Reversible Jump MCMC Sampling of Regimes,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,28,"Malware is computer software that has either been designed or modified with malicious intent. Hundreds of thousands of new malware threats appear on the internet each day. This is made possible through reuse of known exploits in computer systems that have not been fully eradicated; existing pieces of malware can be trivially modified and combined to create new malware, which is unknown to anti-virus programs. Finding new software with similarities to known malware is therefore an important goal in cyber-security. A dynamic instruction trace of a piece of software is the sequence of machine language instructions it generates when executed. Statistical analysis of a dynamic instruction trace can help reverse engineers infer the purpose and origin of the software that generated it. Instruction traces have been successfully modeled as simple Markov chains, but empirically there are change points in the structure of the traces, with recurring regimes of transition patterns. Here, reversible jump Markov chain Monte Carlo for change point detection is extended to incorporate regime-switching, allowing regimes to be inferred from malware instruction traces. A similarity measure for malware programs based on regime matching is then used to infer the originating families, leading to compelling performance results.","Change point analysis,Dynamic instruction trace,Regime-switching,Reversible jump Markov chain Monte Carlo","Bolton, Alexander D.@Imperial College London::Heard, Nicholas A.@Imperial College London@University of Bristol"
Bayesian Semiparametric Mixed Effects Markov Models With Application to Vocalization Syntax,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,41,"Studying the neurological, genetic, and evolutionary basis of human vocal communication mechanisms using animal vocalization models is an important field of neuroscience. The datasets typically comprise structured sequences of syllables or songs produced by animals from different genotypes under different social contexts. It has been difficult to come up with sophisticated statistical methods that appropriately model animal vocal communication syntax. We address this need by developing a novel Bayesian semiparametric framework for inference in such datasets. Our approach is built on a novel class of mixed effects Markov transition models for the songs that accommodate exogenous influences of genotype and context as well as animal-specific heterogeneity. Crucial advantages of the proposed approach include its ability to provide insights into key scientific queries related to global and local influences of the exogenous predictors on the transition dynamics via automated tests of hypotheses. The methodology is illustrated using simulation experiments and the aforementioned motivating application in neuroscience. Supplementary materials for this article, including a standardized description of the materials available for reproducing the work, are available as an online supplement.","Bayesian nonparametrics,Categorical sequences,Markov models,Mixed effects models,Mouse vocalization experiments","Sarkar, Abhra@University of Texas Austin@University of Texas System::Chabout, Jonathan@Unknow::Macopson, Joshua Jones@Unknow::Jarvis, Erich D.@Howard Hughes Medical Institute@Rockefeller University::Dunson, David B.@Duke University"
Fast Moment Estimation for Generalized Latent Dirichlet Models,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,32,"We develop a generalized method of moments (GMM) approach for fast parameter estimation in a new class of Dirichlet latent variable models with mixed data types. Parameter estimation via GMM has computational and statistical advantages over alternative methods, such as expectation maximization, variational inference, and Markov chain Monte Carlo. A key computational advantage of our method, Moment Estimation for latent Dirichlet models (MELD), is that parameter estimation does not require instantiation of the latent variables. Moreover, performance is agnostic to distributional assumptions of the observations. We derive population moment conditions after marginalizing out the sample-specific Dirichlet latent variables. The moment conditions only depend on component mean parameters. We illustrate the utility of our approach on simulated data, comparing results from MELD to alternative methods, and we show the promise of our approach through the application to several datasets.Supplementary materials for this article are available online.","Generalized method of moments,Latent Dirichlet allocation,Latent variables,Mixed membership model,Mixed scale data,Tensor factorization","Zhao, Shiwen@Duke University::Engelhardt, Barbara E.@Princeton University::Mukherjee, Sayan@Duke University::Dunson, David B.@Duke University"
Efficient Estimation of the Nonparametric Mean and Covariance Functions for Longitudinal and Sparse Functional Data,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,41,"We consider the estimation of mean and covariance functions for longitudinal and sparse functional data by using the full quasi-likelihood coupling a modification of the local kernel smoothing method. The proposed estimators are shown to be consistent, asymptotically normal, and semiparametrically efficient in terms of their linear functionals. Their superiority to the competitors is further illustrated numerically through simulation studies. The method is applied to analyze AIDS study and atmospheric study. Supplementary materials for this article are available online.","Curse of dimensionality,Full quasi-likelihood function,Gaussian process,Longitudinal data,Nonparametric structure,Semiparametric efficiency","Zhou, Ling@Southwestern University of Finance & Economics - China::Lin, Huazhen@Southwestern University of Finance & Economics - China::Liang, Hua@George Washington University"
Probabilities of Concurrent Extremes,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,51,"The statistical modeling of spatial extremes has been an active area of recent research with a growing domain of applications. Much of the existing methodology, however, focuses on the magnitudes of extreme events rather than on their timing. To address this gap, this article investigates the notion of extremal concurrence. Suppose that daily temperatures are measured at several synoptic stations. We say that extremes are concurrent if record maximum temperatures occur simultaneously, that is, on the same day for all stations. It is important to be able to understand, quantify, and model extremal concurrence. Under general conditions, we show that the finite sample concurrence probability converges to an asymptotic quantity, deemed extremal concurrence probability. Using Palm calculus, we establish general expressions for the extremal concurrence probability through the max-stable process emerging in the limit of the component-wise maxima of the sample. Explicit forms of the extremal concurrence probabilities are obtained for various max-stable models and several estimators are introduced. In particular, we prove that the pairwise extremal concurrence probability for max-stable vectors is precisely equal to the Kendall's . The estimators are evaluated from simulations and applied to study temperature extremes in the United States. Results demonstrate that concurrence probability can be used to study, for example, the effect of global climate phenomena such as the El Nino Southern Oscillation (ENSO) or global warming on the spatial structure and areal impact of extremes.","Kendall's,Max-stable process,Poisson point process,Slyvniak formula,Temperature extremes","Dombry, Clement@Centre National de la Recherche Scientifique (CNRS)::Ribatet, Mathieu@Universite de Montpellier::Stoev, Stilian@University of Michigan System@University of Michigan"
Linear Hypothesis Testing in Dense High-Dimensional Linear Models,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,45,"We propose a methodology for testing linear hypothesis in high-dimensional linear models. The proposed test does not impose any restriction on the size of the model, that is, model sparsity or the loading vector representing the hypothesis. Providing asymptotically valid methods for testing general linear functions of the regression parameters in high-dimensions is extremely challengingespecially without making restrictive or unverifiable assumptions on the number of nonzero elements. We propose to test the moment conditions related to the newly designed restructured regression, where the inputs are transformed and augmented features. These new features incorporate the structure of the null hypothesis directly. The test statistics are constructed in such a way that lack of sparsity in the original model parameter does not present a problem for the theoretical justification of our procedures. We establish asymptotically exact control on Type I error without imposing any sparsity assumptions on model parameter or the vector representing the linear hypothesis. Our method is also shown to achieve certain optimality in detecting deviations from the null hypothesis. We demonstrate the favorable finite-sample performance of the proposed methods, via a number of numerical and a real data example. Supplementary materials for this article are available online.","Dantzig,High-dimensional linear models,Inference,Lasso,Linear Testing,Nonsparse models","Zhu, Yinchu@University of California San Diego@University of California System::Bradic, Jelena@University of California San Diego@University of California System"
Over-Dispersed Age-Period-Cohort Models,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,40,"We consider inference and forecasting for aggregate data organized in a two-way table with age and cohort as indices, but without measures of exposure. This is modeled using a Poisson likelihood with an age-period-cohort structure for the mean while allowing for over-dispersion. We propose a repetitive structure that keeps the dimension of the table fixed while increasing the latent exposure. For this, we use a class of infinitely divisible distributions which include a variety of compound Poisson models and Poisson mixture models. This results in asymptotic F inference and t forecast distributions.","Chain-ladder model,Forecasting,Generalized linear model,Inference,Infinitely divisible,Two-way table","Harnau, Jonas@University of Oxford::Nielsen, Bent@University of Oxford"
Sparse Pairwise Likelihood Estimation for Multivariate Longitudinal Mixed Models,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,39,"It is becoming increasingly common in longitudinal studies to collect and analyze data on multiple responses. For example, in the social sciences we may be interested in uncovering the factors driving mental health of individuals over time, where mental health is measured using a set of questionnaire items. One approach to analyzing such multi-dimensional data is multivariate mixed models, an extension of the standard univariate mixed model to handle multiple responses. Estimating multivariate mixed models presents a considerable challenge however, let alone performing variable selection to uncover which covariates are important in driving each response. Motivated by composite likelihood ideas, we propose a new approach for estimation and fixed effects selection in multivariate mixed models, called approximate pairwise likelihood estimation and shrinkage (APLES). The method works by constructing a quadratic approximation to each term in the pairwise likelihood function, and then augmenting this approximate pairwise likelihood with a penalty that encourages both individual and group coefficient sparsity. This leads to a relatively fast method of selection, as we can use coordinate ascent type methods to then construct the full regularization path for the model. Our method is the first to extend penalized likelihood estimation to multivariate generalized linear mixed models. We show that the APLES estimator attains a composite likelihood version of the oracle property. We propose a new information criterion for selecting the tuning parameter, which employs a dynamic model complexity penalty to facilitate aggressive shrinkage, and demonstrate that it asymptotically leads to selection consistency, that is, leads to the true model being selected. A simulation study demonstrates that the APLES estimator outperforms several univariate selection methods based on analyzing each outcome separately. Supplementary materials for this article are available online.","Composite likelihood,LASSO,Mixed models,Multivariate longitudinal data,Pairwise fitting,Penalized likelihood,Variable selection","Hui, Francis K. C.@Australian National University::Mueller, Samuel@University of Sydney::Welsh, A. H.@Australian National University"
Sparsity Oriented Importance Learning for High-Dimensional Linear Regression,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,57,"With now well-recognized nonnegligible model selection uncertainty, data analysts should no longer be satisfied with the output of a single final model from a model selection process, regardless of its sophistication. To improve reliability and reproducibility in model choice, one constructive approach is to make good use of a sound variable importance measure. Although interesting importance measures are available and increasingly used in data analysis, little theoretical justification has been done. In this article, we propose a new variable importance measure, sparsity oriented importance learning (SOIL), for high-dimensional regression from a sparse linear modeling perspective by taking into account the variable selection uncertainty via the use of a sensible model weighting. The SOIL method is theoretically shown to have the inclusion/exclusion property: When the model weights are properly around the true model, the SOIL importance can well separate the variables in the true model from the rest. In particular, even if the signal is weak, SOIL rarely gives variables not in the true model significantly higher important values than those in the true model. Extensive simulations in several illustrative settings and real-data examples with guided simulations show desirable properties of the SOIL importance in contrast to other importance measures. Supplementary materials for this article are available online.","Adaptive regression by mixing,Model averaging,Reliability and reproducibility,Variable importance","Ye, Chenglong@University of Minnesota Twin Cities@University of Minnesota System::Yang, Yi@McGill University::Yang, Yuhong@University of Minnesota Twin Cities@University of Minnesota System"
"Scalable Bayesian Modeling, Monitoring, and Analysis of Dynamic Network Flow Data",JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,38,"Traffic flow count data in networks arise in many applications, such as automobile or aviation transportation, certain directed social network contexts, and Internet studies. Using an example of Internet browser traffic flow through site-segments of an international news website, we present Bayesian analyses of two linked classes of models which, in tandem, allow fast, scalable, and interpretable Bayesian inference. We first develop flexible state-space models for streaming count data, able to adaptively characterize and quantify network dynamics efficiently in real-time. We then use these models as emulators of more structured, time-varying gravity models that allow formal dissection of network dynamics. This yields interpretable inferences on traffic flow characteristics, and on dynamics in interactions among network nodes. Bayesian monitoring theory defines a strategy for sequential model assessment and adaptation in cases when network flow data deviate from model-based predictions. Exploratory and sequential monitoring analyses of evolving traffic on a network of web site-segments in e-commerce demonstrate the utility of this coupled Bayesian emulation approach to analysis of streaming network count data.","Bayesian model emulation,Decouple/recouple,Dynamic gravity model,Dynamic network flow model,Monitoring and anomaly detection","Chen, Xi@Duke University::Irie, Kaoru@University of Tokyo::Banks, David@Duke University::Haslinger, Robert@Unknow::Thomas, Jewell@Unknow::West, Mike@Duke University"
Analysis of Gap Times Based on Panel Count Data With Informative Observation Times and Unknown Start Time,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,29,"In biomedical studies, one is often interested in repeat events with longitudinal observations occurring only intermittently, resulting in panel count data. The first stage of labor, measured through unit-increments of cervical dilation in pregnant women, provides such an example. Obstetricians are interested in assessing the gap time distribution of per-unit increments of cervical dilation for better management of labor process. Typically, only intermittent medical examinations for cervical dilation occur after (already dilated) women get admitted to hospital. The observation frequency is very likely correlated to how fast/slow she dilates. Thus, one could view such data as panel count data with informative observation times and unknown start time. Here, we propose semiparametric proportional rate models for the event process and the observation process, with a multiplicative subject-specific frailty variable capturing the correlation between the two processes. Inference procedures for the gap times between consecutive events are proposed when the start times are known as well when unknown, using likelihood-based approach and estimating equations. The methodology is assessed through simulation study and through large sample property. A detailed analysis using the proposed methods is applied to data from two studies: the Collaborative Perinatal Project and the Consortium on Safe Labor. Supplementary materials for this article are available online.","Frailty,Nonhomogenous Poisson process,Semiparametric,Unknown start time","Ma, Ling@NIH Eunice Kennedy Shriver National Institute of Child Health & Human Development (NICHD)@National Institutes of Health (NIH) - USA::Sundaram, Rajeshwari@NIH Eunice Kennedy Shriver National Institute of Child Health & Human Development (NICHD)@National Institutes of Health (NIH) - USA"
Block-Diagonal Covariance Selection for High-Dimensional Gaussian Graphical Models,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,42,"Gaussian graphical models are widely used to infer and visualize networks of dependencies between continuous variables. However, inferring the graph is difficult when the sample size is small compared to the number of variables. To reduce the number of parameters to estimate in the model, we propose a nonasymptotic model selection procedure supported by strong theoretical guarantees based on an oracle type inequality and a minimax lower bound. The covariance matrix of the model is approximated by a block-diagonal matrix. The structure of this matrix is detected by thresholding the sample covariance matrix, where the threshold is selected using the slope heuristic. Based on the block-diagonal structure of the covariance matrix, the estimation problem is divided into several independent problems: subsequently, the network of dependencies between variables is inferred using the graphical lasso algorithm in each block. The performance of the procedure is illustrated on simulated data. An application to a real gene expression dataset with a limited sample size is also presented: the dimension reduction allows attention to be objectively focused on interactions among smaller subsets of genes, leading to a more parsimonious and interpretable modular network. Supplementary materials for this article are available online.","Adaptive minimax theory,Graphical lasso,Network inference,Nonasymptotic model selection,Variable selection","Devijver, Emilie@KU Leuven::Gallopin, Melina@University of Paris Descartes@Centre National de la Recherche Scientifique (CNRS)@CNRS - National Institute for Mathematical Sciences (INSMI)@Universite Sorbonne Paris Cite-USPC (ComUE)"
Error Variance Estimation in Ultrahigh-Dimensional Additive Models,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,22,"Error variance estimation plays an important role in statistical inference for high-dimensional regression models. This article concerns with error variance estimation in high-dimensional sparse additive model. We study the asymptotic behavior of the traditional mean squared errors, the naive estimate of error variance, and show that it may significantly underestimate the error variance due to spurious correlations that are even higher in nonparametric models than linear models. We further propose an accurate estimate for error variance in ultrahigh-dimensional sparse additive model by effectively integrating sure independence screening and refitted cross-validation techniques. The root n consistency and the asymptotic normality of the resulting estimate are established. We conduct Monte Carlo simulation study to examine the finite sample performance of the newly proposed estimate. A real data example is used to illustrate the proposed methodology. Supplementary materials for this article are available online.","Feature screening,Refitted cross-validation,Sparse additive model,Variance estimation","Chen, Zhao@Penn State University@Pennsylvania Commonwealth System of Higher Education (PCSHE)@Princeton University::Fan, Jianqing@Fudan University@Princeton University::Li, Runze@Penn State University@Pennsylvania Commonwealth System of Higher Education (PCSHE)"
Multiple Testing of Submatrices of a Precision Matrix With Applications to Identification of Between Pathway Interactions,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,44,"Making accurate inference for gene regulatory networks, including inferring about pathway-by-pathway interactions, is an important and difficult task. Motivated by such genomic applications, we consider multiple testing for conditional dependence between subgroups of variables. Under a Gaussian graphical model framework, the problem is translated into simultaneous testing for a collection of submatrices of a high-dimensional precision matrix with each submatrix summarizing the dependence structure between two subgroups of variables.A novel multiple testing procedure is proposed and both theoretical and numerical properties of the procedure are investigated. Asymptotic null distribution of the test statistic for an individual hypothesis is established and the proposed multiple testing procedure is shown to asymptotically control the false discovery rate (FDR) and false discovery proportion (FDP) at the prespecified level under regularity conditions. Simulations show that the procedure works well in controlling the FDR and has good power in detecting the true interactions. The procedure is applied to a breast cancer gene expression study to identify between pathway interactions. Supplementary materials for this article are available online.","Between pathway interactions,Conditional dependence,Covariance structure,False discovery proportion,False discovery rate,Gaussian graphical model,Multiple testing,Precision matrix,Testing submatrices","Xia, Yin@Fudan University::Cai, Tianxi@Harvard T.H. Chan School of Public Health@Harvard University::Cai, T. Tony@University of Pennsylvania"
Mixture Models With a Prior on the Number of Components,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,113,"A natural Bayesian approach for mixture models with an unknown number of components is to take the usual finite mixture model with symmetric Dirichlet weights, and put a prior on the number of componentsthat is, to use a mixture of finite mixtures (MFM). The most commonly used method of inference for MFMs is reversible jump Markov chain Monte Carlo, but it can be nontrivial to design good reversible jump moves, especially in high-dimensional spaces. Meanwhile, there are samplers for Dirichlet process mixture (DPM) models that are relatively simple and are easily adapted to new applications. It turns out that, in fact, many of the essential properties of DPMs are also exhibited by MFMsan exchangeable partition distribution, restaurant process, random measure representation, and stick-breaking representationand crucially, the MFM analogues are simple enough that they can be used much like the corresponding DPM properties. Consequently, many of the powerful methods developed for inference in DPMs can be directly applied to MFMs as well; this simplifies the implementation of MFMs and can substantially improve mixing. We illustrate with real and simulated data, including high-dimensional gene expression data used to discriminate cancer subtypes. Supplementary materials for this article are available online.","Bayesian,Clustering,Density estimation,Model selection,Nonparametric","Miller, Jeffrey W.@Harvard University::Harrison, Matthew T.@Brown University"
On Inverse Probability Weighting for Nonmonotone Missing at Random Data,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,48,"The development of coherent missing data models to account for nonmonotone missing at random (MAR) data by inverse probability weighting (IPW) remains to date largely unresolved. As a consequence, IPW has essentially been restricted for use only in monotone MAR settings. We propose a class of models for nonmonotone missing data mechanisms that spans the MAR model, while allowing the underlying full data law to remain unrestricted. For parametric specifications within the proposed class, we introduce an unconstrained maximum likelihood estimator for estimating the missing data probabilities which is easily implemented using existing software. To circumvent potential convergence issues with this procedure, we also introduce a constrained Bayesian approach to estimate the missing data process which is guaranteed to yield inferences that respect all model restrictions. The efficiency of standard IPW estimation is improved by incorporating information from incomplete cases through an augmented estimating equation which is optimal within a large class of estimating equations. We investigate the finite-sample properties of the proposed estimators in extensive simulations and illustrate the new methodology in an application evaluating key correlates of preterm delivery for infants born to HIV-infected mothers in Botswana, Africa. Supplementary materials for this article are available online.","Augmented IPW,Bayes,Nonmonotone missing at random data","Sun, BaoLuo@Harvard T.H. Chan School of Public Health@Harvard University::Tchetgen, Eric J. Tchetgen@Harvard T.H. Chan School of Public Health@Harvard University"
Embracing the Blessing of Dimensionality in Factor Models,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,26,"Factor modeling is an essential tool for exploring intrinsic dependence structures among high-dimensional random variables. Much progress has been made for estimating the covariance matrix from a high-dimensional factor model. However, the blessing of dimensionality has not yet been fully embraced in the literature: much of the available data are often ignored in constructing covariance matrix estimates. If our goal is to accurately estimate a covariance matrix of a set of targeted variables, shall we employ additional data, which are beyond the variables of interest, in the estimation? In this article, we provide sufficient conditions for an affirmative answer, and further quantify its gain in terms of Fisher information and convergence rate. In fact, even an oracle-like result (as if all the factors were known) can be achieved when a sufficiently large number of variables is used. The idea of using data as much as possible brings computational challenges. A divide-and-conquer algorithm is thus proposed to alleviate the computational burden, and also shown not to sacrifice any statistical accuracy in comparison with a pooled analysis. Simulation studies further confirm our advocacy for the use of full data, and demonstrate the effectiveness of the above algorithm. Our proposal is applied to a microarray data example that shows empirical benefits of using more data. Supplementary materials for this article are available online.","Asymptotic normality,Auxiliary data,Divide-and-conquer,Factor model,Fisher information,High-dimensionality","Li, Quefeng@University of North Carolina School of Medicine@University of North Carolina@University of North Carolina Chapel Hill::Cheng, Guang@Purdue University@Purdue University System::Fan, Jianqing@Fudan University@Princeton University::Wang, Yuyan@Princeton University"
